"Excel-rij";"Controleprioriteit";"Medewerker";"Medewerkernummer";"Team";"Deskundigheid";"Escalatie reden";"Doeltype";"Cliënt/doel";"Doel-ID";"Hoofdlocatie";"Gestart op";"Geactiveerd op";"Signalen";"Her-escalatie sinds activatie (min.)";"Activatievertraging (min.)"
"646";"Hoog";"Synthetische medewerker 052";"SYN-M-0052";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0287";"SYN-C-00287";"Synthetische hoofdlocatie 013";"15-05-2026, 04:10:40";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"820";"Hoog";"Synthetische medewerker 166";"SYN-M-0166";"Synthetisch team Oost";"Nachtdienst";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0213";"SYN-C-00213";"Synthetische hoofdlocatie 014";"15-05-2026, 04:18:08";"15-05-2026, 05:43:08";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"85"
"1693";"Hoog";"Synthetische medewerker 051";"SYN-M-0051";"Synthetisch team West";"Synthetische deskundigheid";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0098";"SYN-C-00098";"Synthetische hoofdlocatie 024";"16-05-2026, 01:21:56";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"378";"Hoog";"Synthetische medewerker 187";"SYN-M-0187";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0523";"SYN-C-00523";"Synthetische hoofdlocatie 024";"16-05-2026, 02:53:20";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"773";"Hoog";"Synthetische medewerker 087";"SYN-M-0087";"Synthetisch team West";"Synthetische deskundigheid";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0361";"SYN-C-00361";"Synthetische hoofdlocatie 012";"16-05-2026, 03:49:03";"16-05-2026, 05:08:03";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"79"
"407";"Hoog";"Synthetische medewerker 152";"SYN-M-0152";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0305";"SYN-C-00305";"Synthetische hoofdlocatie 006";"16-05-2026, 04:22:26";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"1071";"Hoog";"Synthetische medewerker 181";"SYN-M-0181";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0331";"SYN-C-00331";"Synthetische hoofdlocatie 007";"16-05-2026, 23:28:28";"17-05-2026, 01:09:28";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"101"
"306";"Hoog";"Synthetische medewerker 141";"SYN-M-0141";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0041";"SYN-C-00041";"Synthetische hoofdlocatie 017";"17-05-2026, 03:21:31";"17-05-2026, 04:42:31";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"81"
"1122";"Hoog";"Synthetische medewerker 027";"SYN-M-0027";"Synthetisch team West";"Synthetische deskundigheid";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0382";"SYN-C-00382";"Synthetische hoofdlocatie 008";"17-05-2026, 04:21:06";"17-05-2026, 04:29:06";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"8"
"251";"Hoog";"Synthetische medewerker 212";"SYN-M-0212";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0047";"SYN-C-00047";"Synthetische hoofdlocatie 023";"17-05-2026, 05:56:16";"17-05-2026, 07:03:16";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"67"
"135";"Hoog";"Synthetische medewerker 146";"SYN-M-0146";"Synthetisch team Oost";"Nachtdienst";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0047";"SYN-C-00047";"Synthetische hoofdlocatie 023";"17-05-2026, 23:03:38";"18-05-2026, 00:08:38";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"65"
"1254";"Hoog";"Synthetische medewerker 171";"SYN-M-0171";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0099";"SYN-C-00099";"Synthetische hoofdlocatie 025";"17-05-2026, 23:28:58";"17-05-2026, 23:36:58";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"8"
"1119";"Hoog";"Synthetische medewerker 221";"SYN-M-0221";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0161";"SYN-C-00161";"Synthetische hoofdlocatie 012";"18-05-2026, 00:03:49";"18-05-2026, 01:33:49";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"90"
"262";"Hoog";"Synthetische medewerker 043";"SYN-M-0043";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0256";"SYN-C-00256";"Synthetische hoofdlocatie 007";"18-05-2026, 00:43:15";"18-05-2026, 01:56:15";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"73"
"1384";"Hoog";"Synthetische medewerker 114";"SYN-M-0114";"Synthetisch team Oost";"Nachtdienst";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0070";"SYN-C-00070";"Synthetische hoofdlocatie 021";"18-05-2026, 02:34:12";"18-05-2026, 04:09:12";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"95"
"416";"Hoog";"Synthetische medewerker 202";"SYN-M-0202";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0322";"SYN-C-00322";"Synthetische hoofdlocatie 023";"18-05-2026, 02:36:25";"18-05-2026, 04:08:25";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"92"
"29";"Hoog";"Synthetische medewerker 128";"SYN-M-0128";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0285";"SYN-C-00285";"Synthetische hoofdlocatie 011";"18-05-2026, 04:01:27";"18-05-2026, 05:06:27";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"65"
"971";"Hoog";"Synthetische medewerker 146";"SYN-M-0146";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0214";"SYN-C-00214";"Synthetische hoofdlocatie 015";"18-05-2026, 04:07:48";"18-05-2026, 05:02:48";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"55"
"1013";"Hoog";"Synthetische medewerker 181";"SYN-M-0181";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0482";"SYN-C-00482";"Synthetische hoofdlocatie 008";"18-05-2026, 05:47:08";"18-05-2026, 07:32:08";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"105"
"511";"Hoog";"Synthetische medewerker 068";"SYN-M-0068";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0037";"SYN-C-00037";"Synthetische hoofdlocatie 013";"19-05-2026, 00:45:03";"19-05-2026, 02:30:03";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"105"
"45";"Hoog";"Synthetische medewerker 002";"SYN-M-0002";"Synthetisch team Oost";"Nachtdienst";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0201";"SYN-C-00201";"Synthetische hoofdlocatie 002";"19-05-2026, 04:12:33";"19-05-2026, 04:15:33";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"3"
"1568";"Hoog";"Synthetische medewerker 161";"SYN-M-0161";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0357";"SYN-C-00357";"Synthetische hoofdlocatie 008";"20-05-2026, 01:49:08";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"445";"Hoog";"Synthetische medewerker 071";"SYN-M-0071";"Synthetisch team West";"Synthetische deskundigheid";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0569";"SYN-C-00569";"Synthetische hoofdlocatie 020";"20-05-2026, 02:50:25";"20-05-2026, 03:23:25";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"33"
"1211";"Hoog";"Synthetische medewerker 124";"SYN-M-0124";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0396";"SYN-C-00396";"Synthetische hoofdlocatie 022";"20-05-2026, 23:05:34";"20-05-2026, 23:22:34";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"17"
"789";"Hoog";"Synthetische medewerker 062";"SYN-M-0062";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0357";"SYN-C-00357";"Synthetische hoofdlocatie 008";"21-05-2026, 03:17:58";"21-05-2026, 04:16:58";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"59"
"1004";"Hoog";"Synthetische medewerker 223";"SYN-M-0223";"Synthetisch team West";"Synthetische deskundigheid";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0367";"SYN-C-00367";"Synthetische hoofdlocatie 018";"21-05-2026, 23:28:46";"21-05-2026, 23:37:46";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"9"
"1724";"Hoog";"Synthetische medewerker 091";"SYN-M-0091";"Synthetisch team West";"Synthetische deskundigheid";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0211";"SYN-C-00211";"Synthetische hoofdlocatie 012";"22-05-2026, 02:02:12";"22-05-2026, 02:57:12";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"55"
"1925";"Hoog";"Synthetische medewerker 066";"SYN-M-0066";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0394";"SYN-C-00394";"Synthetische hoofdlocatie 020";"22-05-2026, 03:39:59";"22-05-2026, 03:50:59";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"11"
"1791";"Hoog";"Synthetische medewerker 071";"SYN-M-0071";"Synthetisch team West";"Synthetische deskundigheid";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0241";"SYN-C-00241";"Synthetische hoofdlocatie 017";"22-05-2026, 04:19:22";"22-05-2026, 05:55:22";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"96"
"1192";"Hoog";"Synthetische medewerker 171";"SYN-M-0171";"Synthetisch team West";"Synthetische deskundigheid";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0277";"SYN-C-00277";"Synthetische hoofdlocatie 003";"22-05-2026, 23:17:23";"23-05-2026, 00:50:23";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"93"
"1654";"Hoog";"Synthetische medewerker 195";"SYN-M-0195";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0308";"SYN-C-00308";"Synthetische hoofdlocatie 009";"22-05-2026, 23:20:30";"23-05-2026, 00:52:30";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"92"
"1467";"Hoog";"Synthetische medewerker 210";"SYN-M-0210";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0553";"SYN-C-00553";"Synthetische hoofdlocatie 004";"23-05-2026, 01:12:14";"23-05-2026, 01:53:14";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"41"
"1825";"Hoog";"Synthetische medewerker 030";"SYN-M-0030";"Synthetisch team Oost";"Nachtdienst";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0414";"SYN-C-00414";"Synthetische hoofdlocatie 015";"24-05-2026, 00:14:38";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"116";"Hoog";"Synthetische medewerker 085";"SYN-M-0085";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0568";"SYN-C-00568";"Synthetische hoofdlocatie 019";"24-05-2026, 00:17:29";"24-05-2026, 02:04:29";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"107"
"1962";"Hoog";"Synthetische medewerker 209";"SYN-M-0209";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0253";"SYN-C-00253";"Synthetische hoofdlocatie 004";"24-05-2026, 02:36:42";"24-05-2026, 04:20:42";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"104"
"898";"Hoog";"Synthetische medewerker 050";"SYN-M-0050";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0291";"SYN-C-00291";"Synthetische hoofdlocatie 017";"25-05-2026, 02:18:03";"25-05-2026, 04:05:03";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"107"
"801";"Hoog";"Synthetische medewerker 134";"SYN-M-0134";"Synthetisch team Oost";"Nachtdienst";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0536";"SYN-C-00536";"Synthetische hoofdlocatie 012";"25-05-2026, 03:10:35";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"1658";"Hoog";"Synthetische medewerker 014";"SYN-M-0014";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0016";"SYN-C-00016";"Synthetische hoofdlocatie 017";"25-05-2026, 03:43:24";"25-05-2026, 05:31:24";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"108"
"327";"Hoog";"Synthetische medewerker 135";"SYN-M-0135";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0153";"SYN-C-00153";"Synthetische hoofdlocatie 004";"25-05-2026, 23:11:05";"25-05-2026, 23:36:05";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"25"
"140";"Hoog";"Synthetische medewerker 030";"SYN-M-0030";"Synthetisch team Oost";"Nachtdienst";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0256";"SYN-C-00256";"Synthetische hoofdlocatie 007";"26-05-2026, 01:29:43";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"131";"Hoog";"Synthetische medewerker 138";"SYN-M-0138";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0568";"SYN-C-00568";"Synthetische hoofdlocatie 019";"26-05-2026, 03:43:46";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"495";"Hoog";"Synthetische medewerker 007";"SYN-M-0007";"Synthetisch team West";"Synthetische deskundigheid";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0514";"SYN-C-00514";"Synthetische hoofdlocatie 015";"26-05-2026, 04:18:34";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"861";"Hoog";"Synthetische medewerker 071";"SYN-M-0071";"Synthetisch team West";"Synthetische deskundigheid";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0348";"SYN-C-00348";"Synthetische hoofdlocatie 024";"26-05-2026, 05:15:59";"26-05-2026, 07:06:59";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"111"
"836";"Hoog";"Synthetische medewerker 124";"SYN-M-0124";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0485";"SYN-C-00485";"Synthetische hoofdlocatie 011";"27-05-2026, 04:02:56";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"1301";"Hoog";"Synthetische medewerker 072";"SYN-M-0072";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0361";"SYN-C-00361";"Synthetische hoofdlocatie 012";"27-05-2026, 23:29:01";"28-05-2026, 00:33:01";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"64"
"975";"Hoog";"Synthetische medewerker 060";"SYN-M-0060";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0534";"SYN-C-00534";"Synthetische hoofdlocatie 010";"27-05-2026, 23:59:21";"28-05-2026, 00:40:21";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"41"
"792";"Hoog";"Synthetische medewerker 211";"SYN-M-0211";"Synthetisch team West";"Synthetische deskundigheid";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0068";"SYN-C-00068";"Synthetische hoofdlocatie 019";"28-05-2026, 00:48:28";"28-05-2026, 01:35:28";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"47"
"1786";"Hoog";"Synthetische medewerker 246";"SYN-M-0246";"Synthetisch team Oost";"Nachtdienst";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0319";"SYN-C-00319";"Synthetische hoofdlocatie 020";"28-05-2026, 03:33:53";"28-05-2026, 04:47:53";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"74"
"1775";"Hoog";"Synthetische medewerker 065";"SYN-M-0065";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0043";"SYN-C-00043";"Synthetische hoofdlocatie 019";"28-05-2026, 03:35:52";"28-05-2026, 05:35:52";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"120"
"96";"Hoog";"Synthetische medewerker 169";"SYN-M-0169";"Synthetisch team Noord";"Begeleiding";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0262";"SYN-C-00262";"Synthetische hoofdlocatie 013";"28-05-2026, 03:44:18";"28-05-2026, 05:10:18";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"86"
"433";"Hoog";"Synthetische medewerker 002";"SYN-M-0002";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0587";"SYN-C-00587";"Synthetische hoofdlocatie 013";"28-05-2026, 23:06:18";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"1040";"Hoog";"Synthetische medewerker 059";"SYN-M-0059";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0244";"SYN-C-00244";"Synthetische hoofdlocatie 020";"28-05-2026, 23:37:21";"28-05-2026, 23:13:21";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; ONGELDIGE_ACTIVATIE";"";"-24"
"28";"Hoog";"Synthetische medewerker 173";"SYN-M-0173";"Synthetisch team Noord";"Begeleiding";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0128";"SYN-C-00128";"Synthetische hoofdlocatie 004";"29-05-2026, 00:17:59";"29-05-2026, 01:41:59";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"84"
"1201";"Hoog";"Synthetische medewerker 038";"SYN-M-0038";"Synthetisch team Oost";"Nachtdienst";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0285";"SYN-C-00285";"Synthetische hoofdlocatie 011";"29-05-2026, 00:26:43";"29-05-2026, 02:17:43";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"111"
"1700";"Hoog";"Synthetische medewerker 250";"SYN-M-0250";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0331";"SYN-C-00331";"Synthetische hoofdlocatie 007";"29-05-2026, 01:31:08";"29-05-2026, 03:03:08";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"92"
"1149";"Hoog";"Synthetische medewerker 014";"SYN-M-0014";"Synthetisch team Oost";"Nachtdienst";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0068";"SYN-C-00068";"Synthetische hoofdlocatie 019";"29-05-2026, 04:15:07";"29-05-2026, 05:48:07";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"93"
"1492";"Hoog";"Synthetische medewerker 070";"SYN-M-0070";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0075";"SYN-C-00075";"Synthetische hoofdlocatie 001";"29-05-2026, 04:26:16";"29-05-2026, 05:08:16";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"42"
"811";"Hoog";"Synthetische medewerker 195";"SYN-M-0195";"Synthetisch team West";"Synthetische deskundigheid";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0047";"SYN-C-00047";"Synthetische hoofdlocatie 023";"29-05-2026, 05:34:14";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"1097";"Hoog";"Synthetische medewerker 158";"SYN-M-0158";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0398";"SYN-C-00398";"Synthetische hoofdlocatie 024";"29-05-2026, 23:52:58";"30-05-2026, 01:13:58";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"81"
"313";"Hoog";"Synthetische medewerker 175";"SYN-M-0175";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0161";"SYN-C-00161";"Synthetische hoofdlocatie 012";"30-05-2026, 00:08:57";"30-05-2026, 00:57:57";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"49"
"583";"Hoog";"Synthetische medewerker 248";"SYN-M-0248";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0569";"SYN-C-00569";"Synthetische hoofdlocatie 020";"30-05-2026, 00:17:20";"30-05-2026, 01:39:20";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"82"
"852";"Hoog";"Synthetische medewerker 180";"SYN-M-0180";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0452";"SYN-C-00452";"Synthetische hoofdlocatie 003";"30-05-2026, 00:58:21";"30-05-2026, 01:39:21";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"41"
